NAME,POS,TEAM,PPR_PTS,CMP,ATT,PASS_YDS,PASS_TD,INT,RUSH,RUSH_YDS,RUSH_TD,TGT,REC,REC_YDS,REC_TD,Y2024,Y2023,Y2022,AVG_PPG_PPR,BYE,WEIGHTED_SCORE,TIER
D.J. Williams,RB,TB,1.8,0,0,0,0.0,0.0,3,12,0.1,0,0,0,0.0,,,,,9,1.8,9
Rasheen Ali,RB,BAL,1.8,0,0,0,0.0,0.0,4,16,0.0,0,0,1,0.0,,,,,7,1.8,9
Jalen White,RB,GB,1.7,0,0,0,0.0,0.0,3,12,0.1,0,0,0,0.0,,,,,5,1.7,9
Amar Johnson,RB,GB,1.7,0,0,0,0.0,0.0,3,12,0.1,0,0,0,0.0,,,,,5,1.7,9
Tyler Badie,RB,DEN,1.7,0,0,0,0.0,0.0,4,17,0.0,0,0,0,0.0,,,,,12,1.7,9
Dante Miller,RB,NYG,1.6,0,0,0,0.0,0.0,2,10,0.1,0,0,1,0.0,,,,,14,1.6,9
Jaret Patterson,RB,LAC,1.9,0,0,0,0.0,0.0,3,13,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,12,1.52,9
Montrell Johnson Jr.,RB,PHI,1.5,0,0,0,0.0,0.0,3,11,0.1,0,0,0,0.0,,,,,9,1.5,9
Elijah Young,RB,KC,1.3,0,0,0,0.0,0.0,2,8,0.1,0,0,0,0.0,,,,,10,1.3,9
Brashard Smith,RB,KC,1.3,0,0,0,0.0,0.0,2,8,0.1,0,0,0,0.0,,,,,10,1.3,9
Phil Mafah,RB,DAL,1.2,0,0,0,0.0,0.0,2,8,0.1,0,0,0,0.0,,,,,10,1.2,9
Ja’Quinden Jackson,RB,JAC,1.0,0,0,0,0.0,0.0,2,6,0.1,0,0,0,0.0,,,,,8,1.0,9
LeQuint Allen,RB,JAC,1.0,0,0,0,0.0,0.0,2,6,0.1,0,0,0,0.0,,,,,8,1.0,9
Keilan Robinson,RB,PHI,0.9,0,0,0,0.0,0.0,2,7,0.0,0,0,0,0.0,,,,,9,0.9,9
Evan Hull,RB,PIT,0.8,0,0,0,0.0,0.0,1,6,0.0,0,0,0,0.0,,,,,5,0.8,9
Brock Bowers,TE,LV,283.5,0,0,0,0.0,0.0,6,23,0.2,145,121,1195,6.8,15.4,0.0,0.0,15.4,8,276.08000000000004,1
Trey McBride,TE,ARI,262.4,0,0,0,0.0,0.0,1,4,0.0,137,111,1096,7.0,15.2,10.6,3.8,9.9,8,241.6,2
George Kittle,TE,SF,225.7,0,0,0,0.0,0.0,0,0,0.0,100,84,1033,6.4,15.7,12.7,13.3,13.9,14,225.04000000000002,3
T.J. Hockenson,TE,MIN,191.9,0,0,0,0.0,0.0,0,0,0.0,110,82,878,3.8,8.6,14.6,12.4,11.9,6,191.60000000000002,4
David Njoku,TE,CLE,189.6,0,0,0,0.0,0.0,0,0,0.0,126,87,753,4.7,13.1,12.6,10.1,11.9,9,189.76000000000002,4
Sam LaPorta,TE,DET,181.6,0,0,0,0.0,0.0,0,0,0.0,97,72,770,5.5,10.9,13.8,0.0,12.4,8,184.96,4
Travis Kelce,TE,KC,170.0,0,0,0,0.0,0.0,1,3,0.0,98,76,675,4.5,12.3,14.7,18.4,15.1,10,184.32,4
Mark Andrews,TE,BAL,165.3,0,0,0,0.0,0.0,3,12,0.1,75,63,703,5.2,11.1,13.5,12.5,12.4,7,171.92000000000002,5
Evan Engram,TE,DEN,164.3,0,0,0,0.0,0.0,0,0,0.0,103,78,651,3.7,9.7,13.5,10.2,11.1,12,166.96000000000004,5
Tyler Warren,TE,IND,164.7,0,0,0,0.0,0.0,0,0,0.0,95,71,698,4.2,,,,,11,164.7,5
Zach Ertz,TE,WAS,153.7,0,0,0,0.0,0.0,0,0,0.0,88,63,589,5.4,10.2,7.3,11.1,9.5,12,153.35999999999999,6
Dalton Kincaid,TE,BUF,153.9,0,0,0,0.0,0.0,0,0,0.0,94,65,621,4.5,7.7,9.4,0.0,8.6,7,150.64000000000001,6
Tucker Kraft,TE,GB,158.2,0,0,0,0.0,0.0,3,13,0.1,82,60,698,4.5,9.4,4.6,0.0,7.0,5,148.96,6
Dallas Goedert,TE,PHI,139.2,0,0,0,0.0,0.0,0,0,0.0,72,56,583,4.2,10.3,9.7,11.9,10.6,9,145.28,6
Hunter Henry,TE,NE,149.6,0,0,0,0.0,0.0,0,0,0.0,86,62,599,4.7,9.1,8.5,6.1,7.9,14,144.96,6
Chigoziem Okonkwo,TE,TEN,156.1,0,0,0,0.0,0.0,1,5,0.1,92,69,678,3.2,6.5,6.6,5.6,6.2,10,144.72,6
Jake Ferguson,TE,DAL,149.0,0,0,0,0.0,0.0,0,0,0.0,99,69,618,3.2,7.4,10.4,3.0,6.9,10,141.28,6
Pat Freiermuth,TE,PIT,140.0,0,0,0,0.0,0.0,0,0,0.0,75,60,588,3.6,9.9,6.2,9.3,8.5,5,139.2,6
Darren Waller,TE,MIA,130.9,0,0,0,0.0,0.0,0,0,0.0,81,48,589,4.0,0.0,9.4,9.3,9.4,12,134.8,6
Colston Loveland,TE,CHI,133.7,0,0,0,0.0,0.0,0,0,0.0,83,58,532,3.8,,,,,5,133.7,6
Jonnu Smith,TE,PIT,134.3,0,0,0,0.0,0.0,2,9,0.1,70,57,548,3.6,13.1,7.3,3.6,8.0,5,133.04000000000002,6
Dalton Schultz,TE,HOU,130.3,0,0,0,0.0,0.0,0,0,0.0,85,56,582,2.7,6.9,10.0,9.5,8.8,6,132.4,6
Cade Otton,TE,TB,132.7,0,0,0,0.0,0.0,1,3,0.0,82,56,540,3.7,10.1,6.7,5.8,7.5,9,130.16,6
Isaiah Likely,TE,BAL,136.7,0,0,0,0.0,0.0,0,0,0.0,68,52,572,4.6,7.7,5.9,5.7,6.4,7,129.84,6
Mike Gesicki,TE,CIN,137.2,0,0,0,0.0,0.0,0,0,0.0,80,60,610,2.7,8.3,3.8,5.8,6.0,10,128.95999999999998,6
Kyle Pitts,TE,ATL,124.4,0,0,0,0.0,0.0,0,0,0.0,72,46,549,3.9,7.7,8.1,7.5,7.8,5,124.48000000000002,6
Tyler Conklin,TE,LAC,120.7,0,0,0,0.0,0.0,1,4,0.0,73,53,511,2.7,7.4,7.2,7.7,7.4,12,120.24000000000001,6
Juwan Johnson,TE,NO,116.1,0,0,0,0.0,0.0,0,0,0.0,70,50,528,2.3,7.2,7.5,8.4,7.7,11,117.52,6
Brenton Strange,TE,JAC,131.6,0,0,0,0.0,0.0,0,0,0.0,76,57,566,3.2,5.4,1.0,0.0,3.2,8,115.52000000000001,6
Tyler Higbee,TE,LAR,93.4,0,0,0,0.0,0.0,0,0,0.0,56,38,356,3.3,8.7,7.2,8.9,8.3,8,101.28000000000002,7
Ja’Tavion Sanders,TE,CAR,103.4,0,0,0,0.0,0.0,0,0,0.0,65,46,435,2.3,4.6,0.0,0.0,4.6,14,97.44000000000001,7
Noah Gray,TE,KC,98.5,0,0,0,0.0,0.0,0,0,0.0,52,40,412,2.9,6.6,4.1,4.1,4.9,10,94.48000000000002,7
Austin Hooper,TE,NE,79.1,0,0,0,0.0,0.0,0,0,0.0,43,34,344,1.9,6.4,2.8,5.7,5.0,14,79.28,8
Taysom Hill,TE,NO,56.2,12,18,123,0.6,0.4,29,136,1.1,24,17,151,0.7,12.5,8.9,9.0,10.1,11,77.28,8
Theo Johnson,TE,NYG,71.6,0,0,0,0.0,0.0,0,0,0.0,46,32,308,1.6,5.7,0.0,0.0,5.7,14,75.52000000000001,8
Will Dissly,TE,LAC,68.5,0,0,0,0.0,0.0,0,0,0.0,39,30,286,1.7,7.3,2.5,5.7,5.2,12,71.44,8
AJ Barner,TE,SEA,65.5,0,0,0,0.0,0.0,0,0,0.0,40,29,250,1.9,4.6,0.0,0.0,4.6,8,67.12,8
Elijah Higgins,TE,ARI,71.1,0,0,0,0.0,0.0,0,0,0.0,42,32,293,1.8,2.9,3.3,0.0,3.1,8,66.8,8
Mason Taylor,TE,NYJ,66.0,0,0,0,0.0,0.0,0,0,0.0,43,30,262,1.7,,,,,9,66.0,8
Ben Sinnott,TE,WAS,78.6,0,0,0,0.0,0.0,0,0,0.0,50,35,290,2.5,0.8,0.0,0.0,0.8,12,65.44,8
Dawson Knox,TE,BUF,56.7,0,0,0,0.0,0.0,0,0,0.0,33,22,233,1.9,3.7,4.3,9.0,5.7,7,63.60000000000001,8
Michael Mayer,TE,LV,62.4,0,0,0,0.0,0.0,0,0,0.0,41,28,257,1.5,3.3,4.9,0.0,4.1,8,63.04,8
Elijah Arroyo,TE,SEA,62.7,0,0,0,0.0,0.0,0,0,0.0,39,27,243,1.9,,,,,8,62.7,8
Josh Whyle,TE,TEN,64.7,0,0,0,0.0,0.0,0,0,0.0,38,29,276,1.4,3.4,2.2,0.0,2.8,10,60.720000000000006,8
Foster Moreau,TE,NO,48.1,0,0,0,0.0,0.0,0,0,0.0,27,20,216,1.2,6.1,3.1,5.7,5.0,11,54.480000000000004,8
Tanner Hudson,TE,CIN,51.1,0,0,0,0.0,0.0,2,8,0.1,29,23,198,1.2,3.5,6.7,2.1,4.1,10,54.0,8
Luke Musgrave,TE,GB,49.2,0,0,0,0.0,0.0,0,0,0.0,29,21,196,1.5,1.6,6.8,0.0,4.2,5,52.80000000000001,8
Luke Schoonmaker,TE,DAL,51.3,0,0,0,0.0,0.0,0,0,0.0,32,23,214,1.1,3.4,1.5,0.0,2.5,10,49.04,8
Colby Parkinson,TE,LAR,42.7,0,0,0,0.0,0.0,0,0,0.0,26,17,173,1.4,3.8,3.6,4.1,3.8,8,46.32000000000001,8
Pharaoh Brown,TE,MIA,50.4,0,0,0,0.0,0.0,0,0,0.0,28,21,203,1.5,0.8,2.2,1.4,1.5,12,45.120000000000005,8
Durham Smythe,TE,CHI,45.3,0,0,0,0.0,0.0,0,0,0.0,33,21,169,1.3,0.8,4.4,2.4,2.5,5,44.24,8
Daniel Bellinger,TE,NYG,41.0,0,0,0,0.0,0.0,0,0,0.0,27,20,174,0.7,1.5,2.9,6.0,3.5,14,44.00000000000001,8
Josh Oliver,TE,MIN,41.2,0,0,0,0.0,0.0,0,0,0.0,25,18,181,0.8,4.3,3.1,2.4,3.3,6,43.52,8
Kylen Granson,TE,PHI,35.1,0,0,0,0.0,0.0,0,0,0.0,21,13,146,1.2,1.9,4.8,4.7,3.8,9,40.24,8
Adam Trautman,TE,DEN,35.4,0,0,0,0.0,0.0,0,0,0.0,22,15,144,1.1,2.5,3.5,2.9,3.0,12,37.92,9
Eric Saubert,TE,SEA,39.6,0,0,0,0.0,0.0,0,0,0.0,25,18,151,1.2,1.5,0.5,2.1,1.4,8,36.160000000000004,9
Ian Thomas,TE,LV,38.2,0,0,0,0.0,0.0,0,0,0.0,26,18,156,0.8,0.6,0.8,2.4,1.3,8,34.72,9
Cole Kmet,TE,CHI,8.5,0,0,0,0.0,0.0,0,0,0.0,5,4,36,0.2,6.9,10.6,8.6,8.7,5,34.64,9
Cade Stover,TE,HOU,33.9,0,0,0,0.0,0.0,0,0,0.0,23,16,142,0.6,2.3,0.0,0.0,2.3,6,34.480000000000004,9
Drew Sample,TE,CIN,35.1,0,0,0,0.0,0.0,1,4,0.0,24,18,128,0.7,2.1,2.9,1.0,2.0,10,34.480000000000004,9
Terrance Ferguson,TE,LAR,33.3,0,0,0,0.0,0.0,0,0,0.0,20,14,125,1.2,,,,,8,33.3,9
Johnny Mundt,TE,JAC,31.5,0,0,0,0.0,0.0,0,0,0.0,20,14,123,0.8,2.6,2.4,2.3,2.4,8,32.88,9
Stone Smartt,TE,NYJ,34.3,0,0,0,0.0,0.0,0,0,0.0,22,15,151,0.7,2.4,2.0,0.7,1.7,9,32.879999999999995,9
Jeremy Ruckert,TE,NYJ,35.9,0,0,0,0.0,0.0,0,0,0.0,27,18,144,0.6,1.6,2.1,0.2,1.3,9,32.879999999999995,9
Harold Fannin Jr.,TE,CLE,29.9,0,0,0,0.0,0.0,0,0,0.0,21,14,120,0.6,,,,,9,29.9,9
Darnell Washington,TE,PIT,30.5,0,0,0,0.0,0.0,0,0,0.0,19,14,127,0.7,2.6,0.8,0.0,1.7,5,29.840000000000003,9
Charlie Kolar,TE,BAL,25.3,0,0,0,0.0,0.0,1,5,0.1,13,10,103,0.7,2.2,1.5,4.0,2.6,7,28.560000000000002,9
Quintin Morris,TE,JAC,29.7,0,0,0,0.0,0.0,0,0,0.0,20,13,119,0.8,0.9,0.7,1.4,1.0,8,26.96,9
Jelani Woods,TE,IND,14.0,0,0,0,0.0,0.0,0,0,0.0,8,6,58,0.4,0.0,0.0,4.9,4.9,11,26.880000000000003,9
Will Mallory,TE,IND,25.2,0,0,0,0.0,0.0,0,0,0.0,16,11,111,0.5,0.6,3.2,0.0,1.9,11,26.240000000000002,9
Julian Hill,TE,MIA,28.0,0,0,0,0.0,0.0,0,0,0.0,20,13,107,0.7,1.4,0.5,0.0,1.0,12,25.6,9
Kenny Yeboah,TE,DET,25.7,0,0,0,0.0,0.0,0,0,0.0,17,12,106,0.6,1.7,0.8,0.0,1.3,8,24.720000000000002,9
James Mitchell,TE,CAR,25.7,0,0,0,0.0,0.0,0,0,0.0,18,12,100,0.7,0.0,0.3,2.0,1.2,14,24.400000000000002,9
Grant Calcaterra,TE,PHI,23.8,0,0,0,0.0,0.0,0,0,0.0,14,10,101,0.6,3.5,0.5,0.9,1.6,9,24.160000000000004,9
Irv Smith Jr.,TE,HOU,10.6,0,0,0,0.0,0.0,0,0,0.0,8,5,43,0.2,0.0,2.8,6.9,4.9,6,24.160000000000004,9
Oronde Gadsden II,TE,LAC,23.5,0,0,0,0.0,0.0,0,0,0.0,15,10,92,0.7,,,,,12,23.5,9
Harrison Bryant,TE,PHI,19.1,0,0,0,0.0,0.0,0,0,0.0,12,9,76,0.5,1.3,2.2,3.5,2.3,9,22.64,9
Tommy Tremble,TE,CAR,12.1,0,0,0,0.0,0.0,0,0,0.0,8,6,51,0.2,4.7,3.8,3.1,3.9,14,22.16,9
Greg Dulcich,TE,NYG,11.1,0,0,0,0.0,0.0,0,0,0.0,7,5,46,0.3,0.8,2.5,8.6,4.0,14,21.68,9
Mo Alie-Cox,TE,IND,16.1,0,0,0,0.0,0.0,0,0,0.0,10,7,69,0.4,1.9,2.8,3.1,2.6,11,21.200000000000003,9
Jack Stoll,TE,NO,23.7,0,0,0,0.0,0.0,0,0,0.0,18,12,94,0.5,0.3,0.5,1.4,0.7,11,21.2,9
Charlie Woerner,TE,ATL,23.9,0,0,0,0.0,0.0,0,0,0.0,18,12,97,0.4,0.7,0.4,0.0,0.6,5,21.04,9
Lucas Krull,TE,DEN,13.9,0,0,0,0.0,0.0,0,0,0.0,9,7,58,0.2,2.6,3.3,0.0,3.0,12,20.720000000000002,9
Robert Tonyan,TE,KC,10.0,0,0,0,0.0,0.0,0,0,0.0,6,4,39,0.3,0.0,1.3,6.5,3.9,10,20.48,9
Payne Durham,TE,TB,19.5,0,0,0,0.0,0.0,0,0,0.0,12,8,80,0.6,2.1,0.8,0.0,1.5,9,20.400000000000002,9
Brock Wright,TE,DET,14.6,0,0,0,0.0,0.0,0,0,0.0,9,7,56,0.4,2.1,2.0,3.7,2.6,8,20.0,9
Brevin Jordan,TE,HOU,13.2,0,0,0,0.0,0.0,0,0,0.0,8,6,57,0.3,1.0,3.8,2.4,2.4,6,18.240000000000002,9
Tanner Conner,TE,MIA,20.0,0,0,0,0.0,0.0,0,0,0.0,12,7,93,0.6,0.7,0.0,0.0,0.7,12,18.24,9
Luke Farrell,TE,SF,17.7,0,0,0,0.0,0.0,0,0,0.0,12,8,70,0.4,1.1,1.6,0.5,1.1,14,17.68,9
Josiah Deguara,TE,ARI,18.0,0,0,0,0.0,0.0,0,0,0.0,11,8,70,0.5,0.3,0.9,1.4,0.9,8,17.28,9
Brenden Bates,TE,CLE,17.0,0,0,0,0.0,0.0,0,0,0.0,12,8,70,0.3,,,,,9,17.0,9
Ross Dwelley,TE,SF,18.0,0,0,0,0.0,0.0,0,0,0.0,12,8,72,0.5,0.1,0.2,1.9,0.7,14,16.64,9
Drew Ogletree,TE,IND,12.0,0,0,0,0.0,0.0,0,0,0.0,7,5,51,0.3,1.5,2.9,0.0,2.2,11,16.64,9
Gunnar Helm,TE,TEN,16.0,0,0,0,0.0,0.0,0,0,0.0,10,7,64,0.4,,,,,10,16.0,9
Hunter Long,TE,JAC,15.7,0,0,0,0.0,0.0,0,0,0.0,10,7,67,0.3,0.8,0.0,0.0,0.8,8,15.120000000000001,9
Ko Kieft,TE,TB,15.6,0,0,0,0.0,0.0,0,0,0.0,10,7,61,0.5,0.0,0.4,1.2,0.8,9,15.040000000000001,9
Teagan Quitoriano,TE,ATL,8.9,0,0,0,0.0,0.0,0,0,0.0,6,4,37,0.2,0.0,0.7,3.3,2.0,5,13.520000000000001,9
Blake Whiteheart,TE,CLE,10.6,0,0,0,0.0,0.0,0,0,0.0,7,5,44,0.2,1.5,0.0,0.0,1.5,9,13.280000000000001,9
Albert Okwuegbunam,TE,IND,3.1,0,0,0,0.0,0.0,0,0,0.0,2,1,13,0.1,0.0,0.0,3.1,3.1,11,12.400000000000002,9
Shane Zylstra,TE,DET,8.1,0,0,0,0.0,0.0,0,0,0.0,5,4,33,0.2,0.3,0.0,3.2,1.8,8,12.240000000000002,9
David Martin-Robinson,TE,TEN,11.5,0,0,0,0.0,0.0,0,0,0.0,8,5,47,0.2,,,,,10,11.5,9
Zack Kuntz,TE,NYJ,10.5,0,0,0,0.0,0.0,0,0,0.0,7,4,48,0.3,,,,,9,10.5,9
Lawrence Cager,TE,WAS,1.5,0,0,0,0.0,0.0,0,0,0.0,1,1,6,0.0,0.0,1.4,4.3,2.9,12,10.48,9
Cam Grandy,TE,CIN,9.3,0,0,0,0.0,0.0,0,0,0.0,6,4,34,0.3,0.9,0.0,0.0,0.9,10,10.320000000000002,9
Patrick Herbert,TE,JAC,10.1,0,0,0,0.0,0.0,0,0,0.0,6,5,40,0.3,,,,,8,10.1,9
John Copenhaver,TE,JAC,10.1,0,0,0,0.0,0.0,0,0,0.0,6,5,40,0.3,,,,,8,10.1,9
Tanner Taula,TE,TB,9.3,0,0,0,0.0,0.0,0,0,0.0,6,3,42,0.3,,,,,9,9.3,9
Devin Culp,TE,TB,9.3,0,0,0,0.0,0.0,0,0,0.0,6,4,38,0.2,,,,,9,9.3,9
Tip Reiman,TE,ARI,9.6,0,0,0,0.0,0.0,0,0,0.0,7,5,39,0.2,0.5,0.0,0.0,0.5,8,9.28,9
Mitchell Evans,TE,CAR,9.1,0,0,0,0.0,0.0,0,0,0.0,6,4,36,0.2,,,,,14,9.1,9
Moliki Matavao,TE,NO,9.1,0,0,0,0.0,0.0,0,0,0.0,6,4,37,0.2,,,,,11,9.1,9
Seth Green,TE,NO,9.0,0,0,0,0.0,0.0,0,0,0.0,6,4,43,0.2,,,,,11,9.0,9
Bryce Pierre,TE,CAR,8.9,0,0,0,0.0,0.0,0,0,0.0,6,4,35,0.2,,,,,14,8.9,9
Tyler Mabry,TE,CAR,8.8,0,0,0,0.0,0.0,0,0,0.0,6,4,35,0.2,,,,,14,8.8,9
John Bates,TE,WAS,4.5,0,0,0,0.0,0.0,0,0,0.0,3,2,17,0.1,0.8,2.0,1.9,1.6,12,8.72,9
Luke Deal,TE,DET,8.6,0,0,0,0.0,0.0,0,0,0.0,6,4,35,0.2,,,,,8,8.6,9
Zach Horton,TE,DET,8.6,0,0,0,0.0,0.0,0,0,0.0,6,4,35,0.2,,,,,8,8.6,9
Nate Adkins,TE,DEN,3.4,0,0,0,0.0,0.0,0,0,0.0,2,2,13,0.1,2.5,0.6,0.0,1.6,12,7.840000000000002,9
Chris Manhertz,TE,NYG,6.8,0,0,0,0.0,0.0,0,0,0.0,4,3,28,0.2,0.7,0.2,0.6,0.5,14,7.040000000000001,9
Jalin Conyers,TE,MIA,6.9,0,0,0,0.0,0.0,0,0,0.0,4,3,27,0.2,,,,,12,6.9,9
Dominique Dafney,TE,CAR,8.4,0,0,0,0.0,0.0,0,0,0.0,5,3,39,0.2,0.0,0.0,0.0,0.0,14,6.720000000000001,9
Ben Sims,TE,GB,5.6,0,0,0,0.0,0.0,0,0,0.0,3,2,22,0.2,0.5,0.8,0.0,0.7,5,6.719999999999999,9
Tre Watson,TE,KC,6.5,0,0,0,0.0,0.0,0,0,0.0,4,3,25,0.2,,,,,10,6.5,9
Jake Briningstool,TE,KC,6.5,0,0,0,0.0,0.0,0,0,0.0,4,3,25,0.2,,,,,10,6.5,9
Connor Heyward,TE,PIT,0.8,0,0,0,0.0,0.0,0,0,0.0,1,0,3,0.0,0.9,2.3,2.1,1.8,5,6.4,9
Luke Lachey,TE,HOU,6.2,0,0,0,0.0,0.0,0,0,0.0,4,3,25,0.2,,,,,6,6.2,9
Oscar Cardenas,TE,ARI,5.9,0,0,0,0.0,0.0,0,0,0.0,4,3,23,0.2,,,,,8,5.9,9
Brayden Willis,TE,SF,5.5,0,0,0,0.0,0.0,0,0,0.0,4,2,22,0.1,,,,,14,5.5,9
Brevyn Spann-Ford,TE,DAL,2.7,0,0,0,0.0,0.0,0,0,0.0,2,1,11,0.1,1.0,0.0,0.0,1.0,10,5.36,9
Drake Dabney,TE,TEN,5.2,0,0,0,0.0,0.0,0,0,0.0,3,2,21,0.1,,,,,10,5.2,9
Cole Turner,TE,WAS,1.6,0,0,0,0.0,0.0,0,0,0.0,1,1,7,0.0,0.0,1.9,0.4,1.2,12,5.12,9
Thomas Odukoya,TE,TEN,5.0,0,0,0,0.0,0.0,0,0,0.0,3,2,23,0.1,,,,,10,5.0,9
Kole Taylor,TE,CIN,4.9,0,0,0,0.0,0.0,0,0,0.0,3,2,19,0.1,,,,,10,4.9,9
Zach Davidson,TE,BUF,4.5,0,0,0,0.0,0.0,0,0,0.0,3,2,16,0.1,,,,,7,4.5,9
Tanner McLachlan,TE,CIN,4.5,0,0,0,0.0,0.0,0,0,0.0,3,2,18,0.1,,,,,10,4.5,9
Jared Wiley,TE,KC,5.1,0,0,0,0.0,0.0,0,0,0.0,3,2,20,0.2,0.1,0.0,0.0,0.1,10,4.4,9
Caleb Lohner,TE,DEN,4.3,0,0,0,0.0,0.0,0,0,0.0,3,2,17,0.1,,,,,12,4.3,9
Ben Yurosek,TE,MIN,4.2,0,0,0,0.0,0.0,0,0,0.0,3,2,17,0.1,,,,,6,4.2,9
Bryson Nesbit,TE,MIN,4.2,0,0,0,0.0,0.0,0,0,0.0,3,2,17,0.1,,,,,6,4.2,9
Giovanni Ricci,TE,MIN,2.0,0,0,0,0.0,0.0,0,0,0.0,1,1,8,0.0,0.0,0.3,1.2,0.8,6,4.16,9
Feleipe Franks,TE,ATL,3.8,0,0,0,0.0,0.0,0,0,0.0,3,2,16,0.1,,,,,5,3.8,9
Jackson Hawes,TE,BUF,3.7,0,0,0,0.0,0.0,0,0,0.0,2,2,14,0.1,,,,,7,3.7,9
Gee Scott,TE,NE,3.7,0,0,0,0.0,0.0,0,0,0.0,2,2,14,0.1,,,,,14,3.7,9
Keleki Latu,TE,BUF,3.7,0,0,0,0.0,0.0,0,0,0.0,2,2,14,0.1,,,,,7,3.7,9
CJ Dippre,TE,NE,3.7,0,0,0,0.0,0.0,0,0,0.0,2,2,14,0.1,,,,,14,3.7,9
Thomas Fidone II,TE,NYG,3.6,0,0,0,0.0,0.0,0,0,0.0,2,2,14,0.1,,,,,14,3.6,9
Jermaine Terry II,TE,NYG,3.6,0,0,0,0.0,0.0,0,0,0.0,2,2,14,0.1,,,,,14,3.6,9
Jaheim Bell,TE,NE,3.3,0,0,0,0.0,0.0,0,0,0.0,2,2,14,0.1,0.3,0.0,0.0,0.3,14,3.6,9
Jack Westover,TE,NE,3.5,0,0,0,0.0,0.0,0,0,0.0,2,2,14,0.1,,,,,14,3.5,9
Tyler Neville,TE,DAL,3.5,0,0,0,0.0,0.0,0,0,0.0,2,2,13,0.1,,,,,10,3.5,9
Rivaldo Fairweather,TE,DAL,3.5,0,0,0,0.0,0.0,0,0,0.0,2,2,13,0.1,,,,,10,3.5,9
Sean McKeon,TE,IND,3.1,0,0,0,0.0,0.0,0,0,0.0,2,1,12,0.1,0.0,0.0,0.2,0.2,11,3.1200000000000006,9
Princeton Fant,TE,DAL,3.1,0,0,0,0.0,0.0,0,0,0.0,2,1,12,0.1,,,,,10,3.1,9
Jordan Murray,TE,CHI,3.1,0,0,0,0.0,0.0,0,0,0.0,2,1,12,0.1,,,,,5,3.1,9
Colson Yankoff,TE,WAS,3.0,0,0,0,0.0,0.0,0,0,0.0,2,1,11,0.1,,,,,12,3.0,9
John FitzPatrick,TE,GB,2.5,0,0,0,0.0,0.0,0,0,0.0,2,1,10,0.1,0.1,0.4,0.0,0.3,5,2.96,9
Jake Tonges,TE,SF,2.8,0,0,0,0.0,0.0,0,0,0.0,2,1,11,0.1,,,,,14,2.8,9
Travis Vokolek,TE,ARI,2.7,0,0,0,0.0,0.0,0,0,0.0,2,1,11,0.1,,,,,8,2.7,9
Joshua Simon,TE,ATL,2.6,0,0,0,0.0,0.0,0,0,0.0,2,1,10,0.1,,,,,5,2.6,9
Gavin Bartholomew,TE,MIN,2.6,0,0,0,0.0,0.0,0,0,0.0,2,1,11,0.1,,,,,6,2.6,9
Johnny Lumpkin,TE,GB,2.6,0,0,0,0.0,0.0,0,0,0.0,2,1,10,0.1,,,,,5,2.6,9
Messiah Swinson,TE,GB,2.6,0,0,0,0.0,0.0,0,0,0.0,2,1,10,0.1,,,,,5,2.6,9
Stephen Carlson,TE,CHI,3.1,0,0,0,0.0,0.0,0,0,0.0,2,1,12,0.1,0.0,0.0,0.0,0.0,5,2.4800000000000004,9
Justin Shorter,TE,LV,2.3,0,0,0,0.0,0.0,0,0,0.0,1,1,9,0.1,,,,,8,2.3,9
Matt Sokol,TE,BUF,1.7,0,0,0,0.0,0.0,0,0,0.0,1,1,6,0.1,,,,,7,1.7,9
Joel Wilson,TE,CHI,1.7,0,0,0,0.0,0.0,0,0,0.0,1,1,8,0.1,,,,,5,1.7,9
Tyree Jackson,TE,WAS,1.5,0,0,0,0.0,0.0,0,0,0.0,1,1,6,0.0,0.0,0.0,0.0,0.0,12,1.2000000000000002,9
Nikola Kalinic,TE,ATL,1.1,0,0,0,0.0,0.0,0,0,0.0,1,1,4,0.0,,,,,5,1.1,9
Sam Pitz,TE,BAL,1.1,0,0,0,0.0,0.0,0,0,0.0,1,0,4,0.0,,,,,7,1.1,9
Zaire Mitchell-Paden,TE,BAL,1.0,0,0,0,0.0,0.0,0,0,0.0,1,0,4,0.0,,,,,7,1.0,9
Ja’Marr Chase,WR,CIN,322.7,0,0,0,0.0,0.0,3,17,0.2,161,111,1517,9.8,23.6,16.4,20.1,20.0,10,322.16,1
Malik Nabers,WR,NYG,317.4,0,0,0,0.0,0.0,8,41,0.3,174,119,1445,8.1,18.1,0.0,0.0,18.1,14,311.84,2
Justin Jefferson,WR,MIN,292.0,0,0,0,0.0,0.0,1,5,0.1,155,105,1464,6.7,18.6,20.2,21.5,20.1,6,297.92,3
Puka Nacua,WR,LAR,296.9,0,0,0,0.0,0.0,21,106,0.9,151,105,1385,6.3,18.7,17.5,0.0,18.1,8,295.44,3
Amon-Ra St. Brown,WR,DET,285.6,0,0,0,0.0,0.0,2,10,0.1,145,102,1328,8.3,19.8,20.6,16.8,19.1,8,289.6,3
CeeDee Lamb,WR,DAL,278.9,0,0,0,0.0,0.0,17,86,0.7,148,100,1270,6.6,17.4,23.5,17.6,19.5,10,285.52,3
Nico Collins,WR,HOU,283.7,0,0,0,0.0,0.0,0,0,0.0,143,99,1456,6.7,17.5,17.1,9.7,14.8,6,274.32,4
